year,month,day,tide
2011,10,1,616
2011,10,2,633
2011,10,3,637
2011,10,5,570
2011,10,6,569
2011,10,7,589
2011,10,8,609
2011,10,9,610
2011,10,10,618
2011,10,11,646
2011,10,13,646
2011,10,14,688
2011,10,15,709
2011,10,16,698
2011,10,17,732
2011,10,18,764
2011,10,19,775
2011,10,20,805
2011,10,21,799
2011,10,22,798
2011,10,23,826
2011,10,24,813
2011,10,25,817
2011,10,26,842
2011,10,27,854
2011,10,28,820
2011,10,29,803
2011,10,30,850
2011,10,31,840
2011,11,1,803
2011,11,2,831
2011,11,3,870
2011,11,4,852
2011,11,5,831
2011,11,6,823
2011,11,7,823
2011,11,8,812
2011,11,9,798
2011,11,10,805
2011,11,11,773
2011,11,12,720
2011,11,13,713
2011,11,14,751
2011,11,15,773
2011,11,16,748
2011,11,17,729
2011,11,18,766
2011,11,21,844
2011,11,22,845
2011,11,23,816
2011,11,24,803
2011,11,25,807
2011,11,26,833
2011,11,27,863
2011,11,28,849
2011,11,29,881
2011,11,30,889
2011,12,1,895
2011,12,2,898
2011,12,3,896
2011,12,4,864
2011,12,5,818
2011,12,6,799
2011,12,7,817
2011,12,8,837
2011,12,9,827
2011,12,10,801
2011,12,11,773
2011,12,12,792
2011,12,13,837
2011,12,14,850
2011,12,15,820
2011,12,16,797
2011,12,17,819
2011,12,18,843
2011,12,19,847
2011,12,20,836
2011,12,21,820
2011,12,22,826
2011,12,23,870
2011,12,24,894
2011,12,25,858
2011,12,26,839
2011,12,27,881
2011,12,28,893
2011,12,29,870
2011,12,30,845
2012,1,2,952
2012,1,3,957
2012,1,4,962
2012,1,5,980
2012,1,6,929
2012,1,7,930
2012,1,8,879
2012,1,9,841
2012,1,10,835
2012,1,11,802
2012,1,12,798
2012,1,13,839
2012,1,14,863
2012,1,15,897
2012,1,16,848
2012,1,17,786
2012,1,18,802
2012,1,19,798
2012,1,22,888
2012,1,23,902
2012,1,25,619
2012,1,26,586
2012,1,27,569
2012,1,28,599
2012,1,29,628
2012,1,30,626
2012,1,31,613
2012,2,1,599
2012,2,2,626
2012,2,3,629
2012,2,4,622
2012,2,5,652
2012,2,6,681
2012,2,7,645
2012,2,8,837
2012,2,9,994
2012,2,10,914
2012,2,14,888
2012,2,15,874
2012,2,16,798
2012,2,17,821
2012,2,18,767
2012,2,19,715
2012,2,20,709
2012,2,21,712
2012,2,22,703
2012,2,23,674
2012,2,24,757
2012,2,25,692
2012,2,26,613
