,ID,First,Last,Percent Change,rise,Location,Latitude,Longitude,GLOSS ID,Country,Date,Coastline,Station,id,Flag
0,1,6943.233333333333,7139.430303030304,2.8257291708037693,up,Brest,48.383,-4.495,242.0,FRA,30/08/2016,190,91,1, N
1,5,6934.85,7083.57,2.1445308838691437,up,Holyhead,53.31399999999999,-4.62,,GBR,31/05/2016,170,191,5, Y
2,7,6822.25,7149.583333333333,4.798026066669105,up,Cuxhaven 2,53.867,8.717,284.0,DEU,27/01/2016,140,12,7, N
3,8,6897.6833333333325,7093.3,2.8359763302171657,up,Wismar 2,53.898999999999994,11.458,,DEU,18/11/2015,120,22,8, N
4,9,6690.75,6946.533333333335,3.8229396305845333,up,Maassluis,51.918,4.25,,NLD,14/06/2016,150,61,9, N
5,10,6897.466666666665,7106.7,3.0334808915350737,up,San Francisco,37.806999999999995,-122.465,158.0,USA,08/03/2016,823,31,10, N
6,11,6916.988888888889,7108.65,2.770874931127699,up,Warnemunde 2,54.17,12.103,,DEU,01/09/2016,120,12,11, N
7,12,6715.05,7143.116666666667,6.37473535813831,up,New York ( The Battery),40.7,-74.013,,USA,08/03/2016,960,121,12, N
8,13,6817.416666666667,7044.2,3.326528866017179,up,Travemunde,53.958,10.872,,DEU,18/11/2015,125,1,13, N
9,14,7262.666666666667,6925.616666666667,-4.640857352671198,down,Helsinki,60.153999999999996,24.956,,FIN,06/10/2015,60,351,14, N
10,20,6777.5,6938.3166666666675,2.3728021640231285,up,Vlissingen,51.442,3.596,,NLD,14/06/2016,150,101,20, N
11,22,6581.333333333333,6962.783333333335,5.795938006483007,up,Hoek Van Holland,51.978,4.12,,NLD,14/06/2016,150,51,22, N
12,23,6741.5,6952.066666666666,3.12343939281563,up,Den Helder,52.964,4.745,,NLD,14/06/2016,150,31,23, N
13,24,6732.0,6944.95,3.1632501485442637,up,Delfzijl,53.326,6.933,,NLD,14/06/2016,150,1,24, N
14,25,6765.166666666667,7003.533333333335,3.5234411569067183,up,Harlingen,53.176,5.409,,NLD,14/06/2016,150,21,25, N
15,32,6829.591666666665,6984.983333333333,2.275270239435994,up,Ijmuiden,52.461999999999996,4.555,,NLD,14/06/2016,150,41,32, N
16,41,6153.5,7109.0,15.527748435849517,up,Poti,42.167,41.683,,GEO,21/06/2016,305,21,41, N
17,43,6981.333333333333,7111.789999999999,1.8686497326203115,up,Mumbai / Bombay (Apollo Bandar),18.917,72.833,,IND,27/01/2016,500,41,43, N
18,45,6971.616666666666,6865.483333333333,-1.5223632968919198,down,Kabelvag,68.21300000000001,14.482000000000001,,NOR,08/09/2016,40,91,45, N
19,47,6912.225656565655,6976.666666666667,0.9322758443194292,up,Stavanger,58.974,5.73,,NOR,08/09/2016,40,261,47, N
20,51,6768.333333333334,6959.666666666667,2.826889928589013,up,Batumi,41.633,41.7,,GEO,06/07/2016,305,31,51, Y
21,57,7627.716666666667,6670.9,-12.54394609133796,down,Vaasa / Vasa,63.082,21.570999999999998,,FIN,06/10/2015,60,51,57, N
22,58,6911.388888888889,6974.283333333335,0.9100116554801075,up,Bergen,60.398,5.32,,NOR,08/09/2016,40,221,58, N
23,61,6845.798484848485,7042.133333333333,2.8679612600252256,up,Marseille,43.278999999999996,5.354,205.0,FRA,30/08/2016,230,51,61, N
24,69,7023.833333333334,6921.05,-1.4633509716916273,down,Olands Norra Udde,57.36600000000001,17.097,,SWE,05/04/2016,50,91,69, N
25,70,7008.0,7051.15,0.6157248858447437,up,Kungsholmsfort,56.105,15.589,,SWE,05/04/2016,50,81,70, N
26,71,7199.824545454545,6860.95,-4.7067056053259835,down,Hanko / Hango,59.823,22.976999999999997,,FIN,06/10/2015,60,331,71, N
27,76,6983.7,7082.133333333333,1.409472533661718,up,Aarhus,56.147,10.224,,DNK,11/09/2013,130,81,76, N
28,78,7253.166666666666,6825.8166666666675,-5.89190928100368,down,Stockholm,59.324,18.082,341.0,SWE,05/04/2016,50,141,78, N
29,79,7590.333333333334,6878.9333333333325,-9.372447411180907,down,Oulu / Uleaborg,65.04,25.418000000000003,,FIN,06/10/2015,60,11,79, N
30,80,6948.1,7119.766666666667,2.4706994238233038,up,Esbjerg,55.461000000000006,8.441,,DNK,11/09/2013,130,121,80, N
31,81,6959.573333333334,7103.0666666666675,2.0618122183735466,up,Fredericia,55.56100000000001,9.754,,DNK,11/09/2013,130,71,81, N
32,82,6956.283333333333,7013.062121212121,0.8162230484016397,up,Kobenhavn,55.705,12.6,,DNK,12/09/2013,130,21,82, N
33,88,7496.166666666666,6611.116666666667,-11.806701202836997,down,Ratan,63.986000000000004,20.895,,SWE,05/04/2016,50,191,88, N
34,89,7086.396666666667,7067.533333333335,-0.2661907626772154,even,Hirtshals,57.596000000000004,9.964,,DNK,12/09/2013,130,101,89, N
35,91,6952.966666666665,6944.533333333333,-0.12129115149886839,even,Frederikshavn,57.43600000000001,10.549000000000001,,DNK,12/09/2013,130,91,91, N
36,95,6820.848484848485,7025.316666666666,2.9976942351435723,up,North Shields,55.007,-1.44,,GBR,31/05/2016,170,53,95, N
37,98,6969.016666666667,7087.856666666667,1.7052621005832849,up,Slipshavn,55.288000000000004,10.828,,DNK,12/09/2013,130,51,98, N
38,111,6614.502525252526,6864.533333333333,3.7800394984543706,up,Fremantle,-32.066,115.74799999999999,53.0,AUS,30/06/2016,680,471,111, N
39,112,7077.535714285715,7302.116666666666,3.1731518066047166,up,Fernandina Beach,30.671999999999997,-81.465,,USA,08/03/2016,960,21,112, N
40,113,6989.516666666667,7083.35,1.3424867241654719,up,Korsor,55.332,11.142000000000001,,DNK,12/09/2013,130,41,113, N
41,118,6431.499999999999,6606.736666666667,2.7246624685791434,up,Klaipeda,55.7,21.133000000000003,,LTU,17/07/2012,84,161,118, N
42,119,7004.2,7081.954545454544,1.110113152887472,up,Hornbaek,56.091,12.458,,DNK,12/09/2013,130,31,119, N
43,120,6884.133333333333,7060.077272727273,2.555789245713914,up,Gedser,54.573,11.925999999999998,,DNK,12/09/2013,130,1,120, N
44,126,6932.314285714286,6732.333333333334,-2.884764656343712,down,Trois-Rivieres,46.333,-72.55,,CAN,01/06/2016,970,78,126, N
45,127,6954.966666666667,7166.5,3.041471562288813,up,Seattle,47.602,-122.338,,USA,08/03/2016,823,11,127, N
46,130,6835.75,7163.1,4.788794206926824,up,Aburatsubo,35.16,139.615,,JPN,15/03/2016,642,91,130, N
47,131,6980.644747474747,7815.625,11.961362921774628,up,Ayukawa,38.297,141.505,,JPN,15/03/2016,642,31,131, N
48,132,7060.366666666667,7057.133333333333,-0.04579554414077044,even,Wajima,37.406,136.9,,JPN,15/03/2016,647,71,132, N
49,133,6923.783333333333,6958.333333333334,0.4990046386007808,even,Hosojima,32.429,131.66899999999998,,JPN,15/03/2016,645,11,133, N
50,134,6977.489393939393,7150.583333333334,2.4807481548347328,up,Kushimoto,33.476,135.773,85.0,JPN,15/03/2016,642,141,134, N
51,135,6753.2666666666655,7076.2,4.781883335472231,up,Philadelphia (Pier 9N),39.933,-75.142,,USA,08/03/2016,960,87,135, N
52,137,6451.1878787878795,6768.333333333334,4.91607841074136,up,Port-Saint-Francois,46.266999999999996,-72.617,,CAN,01/06/2016,970,76,137, N
53,144,6525.714285714285,6472.3,-0.8185201401050701,down,Batiscan,46.5,-72.25,,CAN,01/06/2016,970,82,144, N
54,145,6681.906666666667,7549.666666666667,12.986712375509587,up,"Manila, S. Harbor",14.583,120.96700000000001,73.0,PHL,01/12/2015,660,11,145, Y
55,148,6851.383333333333,7183.974242424241,4.854361417391254,up,Baltimore,39.266999999999996,-76.578,,USA,08/03/2016,960,81,148, N
56,154,6919.027777777778,7098.9833333333345,2.600879217937661,up,Trieste,45.647,13.758,340.0,ITA,22/03/2016,270,61,154, N
57,155,6926.783333333335,7085.866666666666,2.2966408169255743,up,Honolulu,21.307,-157.86700000000002,108.0,USA,08/03/2016,760,31,155, N
58,158,6911.016666666667,7167.416666666667,3.7100185452695036,up,San Diego (Quarantine Station),32.713,-117.17299999999999,,USA,08/03/2016,823,81,158, N
59,161,6791.591666666667,7414.0,9.16439568044309,up,"Galveston Ii, Pier 21, Tx",29.31,-94.79299999999999,217.0,USA,08/03/2016,940,8,161, N
60,163,6979.5,7113.783333333335,1.9239678104926523,up,Balboa,8.967,-79.567,168.0,PAN,24/05/2016,840,11,163, N
61,165,7149.0,6995.166666666667,-2.15181610481652,down,Tofino,49.15,-125.917,156.0,CAN,28/06/2016,822,116,165, N
62,166,6946.166666666667,7027.333333333333,1.168510209468043,up,Victoria,48.417,-123.367,,CAN,31/05/2016,822,101,166, N
63,167,6899.512121212121,6996.833333333333,1.4105520855888318,up,Prince Rupert,54.317,-130.333,155.0,CAN,31/05/2016,822,1,167, N
64,172,7368.783333333335,6750.433333333334,-8.39148027602929,down,Mantyluoto,61.593999999999994,21.463,,FIN,06/10/2015,60,101,172, N
65,173,6919.36111111111,6943.0,0.3416339819427876,even,Quebec (Lauzon),46.833,-71.167,,CAN,07/05/2013,970,71,173, N
66,174,6939.8,7112.45606060606,2.487911187729621,up,Ko Lak,11.8,99.81700000000001,39.0,THA,02/07/2015,600,21,174, N
67,175,7078.9,7132.0,0.7501165435307797,up,Vancouver,49.283,-123.117,,CAN,31/05/2016,822,71,175, Y
68,179,7192.4333333333325,7015.416666666667,-2.4611513025262504,down,Smogen,58.354,11.218,,SWE,05/04/2016,50,11,179, N
69,180,6794.7666666666655,7194.8,5.887374106542801,up,Atlantic City,39.355,-74.418,220.0,USA,08/03/2016,960,91,180, N
70,183,6986.866666666666,7167.983333333333,2.592244496817841,up,Portland (Maine),43.657,-70.247,,USA,08/03/2016,960,181,183, N
71,185,7055.409090909091,7123.47251082251,0.9646984184250789,up,Puerto Deseado,-47.75,-65.917,190.0,ARG,21/10/2015,860,11,185, N
72,188,7023.333333333334,7265.748484848485,3.4515683651896154,up,Key West,24.555,-81.807,216.0,USA,08/03/2016,940,71,188, N
73,189,7144.746969696969,7287.05,1.9917154646145074,up,Port Hedland,-20.317999999999998,118.574,51.0,AUS,30/06/2016,680,494,189, N
74,192,7039.685714285714,7050.772727272726,0.15749301086713008,even,Neuville,46.7,-71.567,,CAN,31/05/2016,970,89,192, N
75,193,7014.583333333334,7093.5,1.1250371250371163,up,Point Atkinson,49.333,-123.25,,CAN,28/06/2016,822,51,193, N
76,194,7343.938095238094,6646.033333333335,-9.50314058825319,down,Pietarsaari / Jakobstad,63.708999999999996,22.69,,FIN,06/10/2015,60,41,194, N
77,195,6881.43722943723,7094.227272727274,3.0922325699604816,up,"Saint John, N.B.",45.266999999999996,-66.067,,CAN,31/05/2016,970,1,195, N
78,196,6964.164069264069,7057.533333333335,1.3407102868432554,up,"Sydney, Fort Denison 2",-33.855,151.226,57.0,AUS,30/06/2016,680,140,196, N
79,201,7089.742857142858,7028.0,-0.870875832691911,down,Deschaillons,46.567,-72.1,,CAN,31/05/2016,970,74,201, N
80,202,6956.241666666666,7132.9519480519475,2.5403125689559136,up,Newlyn,50.103,-5.542999999999999,241.0,GBR,31/05/2016,170,161,202, N
81,203,7404.8166666666675,6689.883333333333,-9.654976828145656,down,Furuogrund,64.916,21.230999999999998,,SWE,05/04/2016,50,201,203, N
82,215,6931.5,7236.709090909091,4.403218508390553,up,Tuapse,44.1,39.067,98.0,RUS,30/08/2016,300,1,215, N
83,216,6838.233333333333,6974.0166666666655,1.985649314881517,up,Port Pirie,-33.178000000000004,138.012,,AUS,30/06/2016,680,391,216, N
84,221,6954.157878787878,7150.4681818181825,2.822919848125763,up,Wellington Harbour,-41.284,174.78,101.0,NZL,12/07/2016,690,11,221, N
85,224,6849.141125541125,7173.416666666667,4.734543137332746,up,Lewes (Breakwater Harbor),38.782,-75.12,,USA,08/03/2016,960,85,224, N
86,225,7062.283333333333,7021.5666666666675,-0.5765368613078207,down,Ketchikan,55.332,-131.625,,USA,08/03/2016,821,51,225, N
87,229,7322.471428571429,6638.083333333333,-9.346408544083811,down,Kemi,65.673,24.515,,FIN,06/10/2015,60,1,229, N
88,230,6903.708333333333,7004.980303030303,1.4669213241236745,up,Port Lincoln,-34.716,135.87,,AUS,30/06/2016,680,431,230, N
89,234,6897.75,7187.533333333333,4.201128387276038,up,Charleston I,32.782,-79.925,,USA,08/03/2016,960,41,234, N
90,235,6929.4333333333325,7213.35,4.097256629931277,up,Boston,42.353,-71.053,,USA,08/03/2016,960,171,235, N
91,236,6847.15,6980.566666666666,1.9484992539474975,up,West-Terschelling,53.363,5.22,,NLD,14/06/2016,150,11,236, N
92,239,7184.366666666666,6813.95,-5.155870849204979,down,Turku / Abo,60.428000000000004,22.101,,FIN,06/10/2015,60,241,239, N
93,240,7322.833333333333,6659.833333333333,-9.053872590299749,down,Raahe / Brahestad,64.666,24.406999999999996,,FIN,06/10/2015,60,21,240, N
94,245,7008.383333333334,7112.216666666667,1.481558990066654,up,Los Angeles,33.72,-118.272,,USA,08/03/2016,823,51,245, N
95,246,6920.2,7146.636666666667,3.27211159600398,up,Pensacola,30.403000000000002,-87.21,288.0,USA,08/03/2016,940,41,246, N
96,249,7195.9333333333325,6797.833333333333,-5.5322913868017976,down,Foglo / Degerby,60.032,20.385,,ALA,06/10/2015,60,281,249, N
97,255,6976.483333333333,7106.633333333334,1.8655530842903394,up,Dover,51.114,1.3230000000000002,,GBR,31/05/2016,170,111,255, Y
98,256,6937.2,7158.583333333334,3.1912491110726826,up,La Jolla (Scripps Pier),32.867,-117.257,159.0,USA,08/03/2016,823,71,256, N
99,265,6949.327272727273,6960.266666666667,0.1574165888304871,even,Astoria (Tongue Point),46.207,-123.76799999999999,,USA,08/03/2016,823,13,265, N
100,266,7150.016666666667,7006.881818181818,-2.0018813264050594,down,Seward,60.12,-149.42700000000002,150.0,USA,08/03/2016,821,17,266, N
101,285,7318.890909090909,6719.3,-8.19237390662768,down,Kaskinen / Kasko,62.343999999999994,21.215,,FIN,06/10/2015,60,71,285, N
102,286,7004.747619047618,7014.253463203463,0.13570573377970377,even,Immingham,53.63,-187.0,,GBR,06/05/2015,170,61,286, N
103,299,6856.8,7270.25,6.029780655699449,up,"Sewells Point, Hampton Roads",36.946999999999996,-76.33,,USA,08/03/2016,960,71,299, N
104,300,6893.95,7130.364646464647,3.429306079455862,up,"Hilo, Hawaii Island",19.73,-155.055,287.0,USA,08/03/2016,760,61,300, N
105,302,7006.398484848485,7013.5666666666675,0.10230907981730875,even,Tregde,58.006,7.555,321.0,NOR,08/09/2016,40,301,302, N
106,311,6788.083333333333,7147.933333333334,5.3012018611046505,up,Annapolis (Naval Academy),38.983000000000004,-76.48,,USA,08/03/2016,960,80,311, N
107,312,7102.133333333333,6980.3166666666675,-1.7152123305673277,down,Narvik,68.428,17.426,,NOR,08/09/2016,40,81,312, N
108,313,7093.403333333334,6995.016666666667,-1.387016387526246,down,Heimsjo,63.425,9.102,,NOR,08/09/2016,40,151,313, N
109,315,7080.4,6907.633333333333,-2.4400692992862894,down,Hamina,60.563,27.179000000000002,,FIN,06/10/2015,60,361,315, N
110,330,7058.833333333333,7075.15,0.23115245673269816,even,Klagshamn,55.522,12.894,,SWE,05/04/2016,50,51,330, N
111,331,6976.0,7160.125450937951,2.6394130008307255,up,Takoradi,4.885,-1.745,335.0,GHA,15/03/2013,410,1,331, N
112,332,6905.15,7106.55,2.916663649594876,up,Eastport,44.903,-66.982,,USA,08/03/2016,960,201,332, N
113,334,6995.520833333334,7112.466666666667,1.6717244665485336,up,Southend,51.513999999999996,724.0,,GBR,17/05/2016,170,81,334, N
114,350,6975.390151515152,7107.165757575758,1.8891503299207235,up,Portsmouth,50.802,-1.111,,GBR,31/05/2016,170,131,350, Y
115,351,6947.7,7198.583333333334,3.6110271504718705,up,Newport,41.505,-71.327,290.0,USA,08/03/2016,960,161,351, N
116,352,7061.733333333333,7151.5,1.2711704397409607,up,Split - Gradska Luka,43.507,16.442,,HRV,17/05/2016,280,31,352, N
117,353,6990.05,7139.35,2.1358931624237334,up,Bakar,45.3,14.533,,HRV,01/10/2015,280,11,353, N
118,359,6760.0666666666675,7087.533333333335,4.844133687044513,up,Mera,34.919000000000004,139.825,86.0,JPN,15/03/2016,642,61,359, Y
119,360,6784.666666666667,7070.65,4.2151419868330455,up,Washington Dc,38.873000000000005,-77.02199999999999,,USA,08/03/2016,960,76,360, N
120,361,6990.890476190476,7045.249494949496,0.777569308862088,up,Aberdeen I,57.144,-2.077,,GBR,31/05/2016,170,11,361, N
